code,name,return_code,notes
CE-30331-0,SCE_SBL_ERROR_SERV_ENOEXEC,0X800F0408,
CE-30332-1,SCE_SBL_ERROR_SERV_EAGAIN,0X800F040B,
CE-30333-2,SCE_SBL_ERROR_SERV_ENOMEM,0X800F040C,
CE-30334-3,SCE_SBL_ERROR_SERV_EACCES,0X800F040D,
CE-30335-4,SCE_SBL_ERROR_SERV_EFAULT,0X800F040E,
CE-30336-5,SCE_SBL_ERROR_SERV_EBUSY,0X800F0410,
CE-30337-6,SCE_SBL_ERROR_SERV_EEXIST,0X800F0411,
CE-30338-7,SCE_SBL_ERROR_SERV_ENODEV,0X800F0413,
CE-30339-8,SCE_SBL_ERROR_SERV_EINVAL,0X800F0416,
CE-30340-0,SCE_SBL_ERROR_SERV_ENOSPC,0X800F041C,
CE-30341-1,SCE_SBL_ERROR_SERV_ERANGE,0X800F0422,
CE-30342-2,SCE_SBL_ERROR_SERV_EFMT,0X800F0423,
CE-30343-3,SCE_SBL_ERROR_SERV_ESIGN,0X800F0424,
CE-30344-4,SCE_SBL_ERROR_SERV_ENOTSUP,0X800F0425,
CE-30345-5,SCE_SBL_ERROR_SERV_EDATA,0X800F0426,
CE-30346-6,SCE_SBL_ERROR_SERV_ETIMEDOUT,0X800F0427,
CE-30347-7,SCE_SBL_ERROR_SERV_ESTAT,0X800F0428,
CE-30348-8,SCE_SBL_ERROR_SERV_ESTACK,0X800F0429,
CE-30349-9,SCE_SBL_ERROR_SERV_ENEEDAUTH,0X800F042A,
CE-30350-1,SCE_SBL_ERROR_SERV_EBADMSG,0X800F042B,
CE-30351-2,SCE_SBL_ERROR_SERV_EREVOKED,0X800F042C,
CE-30352-3,SCE_SBL_ERROR_SERV_ENOATTR,0X800F042D,
CE-30353-4,SCE_SBL_ERROR_SERV_EVER,0X800F042E,
CE-30354-5,SCE_SBL_ERROR_SERV_EPLATFORM,0X800F042F,
CE-30355-6,SCE_SBL_ERROR_SERV_EPOWER,0X800F0430,
CE-30356-7,SCE_SBL_ERROR_SERV_ECLOCK,0X800F0431,
CE-30357-8,SCE_SBL_ERROR_SERV_ENOTINITIALIZED,0X800F0432,
CE-30358-9,SCE_SBL_ERROR_SERV_EXPIRED,0X800F0433,
CE-30359-0,SCE_SBL_ERROR_SERV_EFORMAT,0X800F0434,
CE-30360-2,SCE_SBL_ERROR_SERV_EAUTHFAIL,0X800F0435,
CE-30361-3,SCE_SBL_ERROR_SERV_KEY_DIFFER,0X800F0436,
CE-30362-4,SCE_SBL_ERROR_SRTC_EPERM,0X800F0501,
CE-30363-5,SCE_SBL_ERROR_SRTC_ENOENT,0X800F0502,
CE-30364-6,SCE_SBL_ERROR_SRTC_ESRCH,0X800F0503,
CE-30365-7,SCE_SBL_ERROR_SRTC_EINTR,0X800F0504,
CE-30366-8,SCE_SBL_ERROR_SRTC_EIO,0X800F0505,
CE-30367-9,SCE_SBL_ERROR_SRTC_ENOEXEC,0X800F0508,
CE-30368-0,SCE_SBL_ERROR_SRTC_EAGAIN,0X800F050B,
CE-30369-1,SCE_SBL_ERROR_SRTC_ENOMEM,0X800F050C,
CE-30370-3,SCE_SBL_ERROR_SRTC_EACCES,0X800F050D,
CE-30371-4,SCE_SBL_ERROR_SRTC_EFAULT,0X800F050E,
CE-30372-5,SCE_SBL_ERROR_SRTC_EBUSY,0X800F0510,
CE-30373-6,SCE_SBL_ERROR_SRTC_EEXIST,0X800F0511,
CE-30374-7,SCE_SBL_ERROR_SRTC_ENODEV,0X800F0513,
CE-30375-8,SCE_SBL_ERROR_SRTC_EINVAL,0X800F0516,
CE-30376-9,SCE_SBL_ERROR_SRTC_ENOSPC,0X800F051C,
CE-30377-0,SCE_SBL_ERROR_SRTC_ERANGE,0X800F0522,
CE-30378-1,SCE_SBL_ERROR_SRTC_EFMT,0X800F0523,
CE-30379-2,SCE_SBL_ERROR_SRTC_ESIGN,0X800F0524,
CE-30380-4,SCE_SBL_ERROR_SRTC_ENOTSUP,0X800F0525,
CE-30381-5,SCE_SBL_ERROR_SRTC_EDATA,0X800F0526,
CE-30382-6,SCE_SBL_ERROR_SRTC_ETIMEDOUT,0X800F0527,
CE-30383-7,SCE_SBL_ERROR_SRTC_ESTAT,0X800F0528,
CE-30384-8,SCE_SBL_ERROR_SRTC_ESTACK,0X800F0529,
CE-30385-9,SCE_SBL_ERROR_SRTC_ENEEDAUTH,0X800F052A,
CE-30386-0,SCE_SBL_ERROR_SRTC_EBADMSG,0X800F052B,
CE-30387-1,SCE_SBL_ERROR_SRTC_EREVOKED,0X800F052C,
CE-30388-2,SCE_SBL_ERROR_SRTC_ENOATTR,0X800F052D,
CE-30389-3,SCE_SBL_ERROR_SRTC_EVER,0X800F052E,
CE-30390-5,SCE_SBL_ERROR_SRTC_EPLATFORM,0X800F052F,
CE-30391-6,SCE_SBL_ERROR_SRTC_EPOWER,0X800F0530,
CE-30392-7,SCE_SBL_ERROR_SRTC_ECLOCK,0X800F0531,"Hardware Error. // Your system likely needs to be serviced. Please visit our Contact page to set up service. Check system clock / time. If it's reset, change CMOS battery and test. If that fails and/or is OK, replace Mediacon (Southbridge) IC."
CE-30393-8,SCE_SBL_ERROR_SRTC_ENOTINITIALIZED,0X800F0532,
CE-30394-9,SCE_SBL_ERROR_SRTC_EXPIRED,0X800F0533,
CE-30395-0,SCE_SBL_ERROR_SRTC_EFORMAT,0X800F0534,
CE-30396-1,SCE_SBL_ERROR_SRTC_EAUTHFAIL,0X800F0535,
CE-30397-2,SCE_SBL_ERROR_SRTC_KEY_DIFFER,0X800F0536,
CE-30398-3,SCE_SBL_ERROR_DEVACT_EPERM,0X800F0601,
CE-30399-4,SCE_SBL_ERROR_DEVACT_ENOENT,0X800F0602,
CE-30400-7,SCE_SBL_ERROR_DEVACT_ESRCH,0X800F0603,
CE-30401-8,SCE_SBL_ERROR_DEVACT_EINTR,0X800F0604,
CE-30402-9,SCE_SBL_ERROR_DEVACT_EIO,0X800F0605,
CE-30403-0,SCE_SBL_ERROR_DEVACT_ENOEXEC,0X800F0608,
CE-30404-1,SCE_SBL_ERROR_DEVACT_EAGAIN,0X800F060B,
CE-30405-2,SCE_SBL_ERROR_DEVACT_ENOMEM,0X800F060C,
CE-30406-3,SCE_SBL_ERROR_DEVACT_EACCES,0X800F060D,
CE-30407-4,SCE_SBL_ERROR_DEVACT_EFAULT,0X800F060E,
CE-30408-5,SCE_SBL_ERROR_DEVACT_EBUSY,0X800F0610,
CE-30409-6,SCE_SBL_ERROR_DEVACT_EEXIST,0X800F0611,
CE-30410-8,SCE_SBL_ERROR_DEVACT_ENODEV,0X800F0613,
CE-30411-9,SCE_SBL_ERROR_DEVACT_EINVAL,0X800F0616,
CE-30412-0,SCE_SBL_ERROR_DEVACT_ENOSPC,0X800F061C,
CE-30413-1,SCE_SBL_ERROR_DEVACT_ERANGE,0X800F0622,
CE-30414-2,SCE_SBL_ERROR_DEVACT_EFMT,0X800F0623,
CE-30415-3,SCE_SBL_ERROR_DEVACT_ESIGN,0X800F0624,
CE-30416-4,SCE_SBL_ERROR_DEVACT_ENOTSUP,0X800F0625,
CE-30417-5,SCE_SBL_ERROR_DEVACT_EDATA,0X800F0626,
CE-30418-6,SCE_SBL_ERROR_DEVACT_ETIMEDOUT,0X800F0627,
CE-30419-7,SCE_SBL_ERROR_DEVACT_ESTAT,0X800F0628,
CE-30420-9,SCE_SBL_ERROR_DEVACT_ESTACK,0X800F0629,
CE-30421-0,SCE_SBL_ERROR_DEVACT_ENEEDAUTH,0X800F062A,
CE-30422-1,SCE_SBL_ERROR_DEVACT_EBADMSG,0X800F062B,
CE-30423-2,SCE_SBL_ERROR_DEVACT_EREVOKED,0X800F062C,
CE-30424-3,SCE_SBL_ERROR_DEVACT_ENOATTR,0X800F062D,
CE-30425-4,SCE_SBL_ERROR_DEVACT_EVER,0X800F062E,
CE-30426-5,SCE_SBL_ERROR_DEVACT_EPLATFORM,0X800F062F,
CE-30427-6,SCE_SBL_ERROR_DEVACT_EPOWER,0X800F0630,
CE-30428-7,SCE_SBL_ERROR_DEVACT_ECLOCK,0X800F0631,
CE-30429-8,SCE_SBL_ERROR_DEVACT_ENOTINITIALIZED,0X800F0632,
CE-30430-0,SCE_SBL_ERROR_DEVACT_EXPIRED,0X800F0633,
CE-30431-1,SCE_SBL_ERROR_DEVACT_EFORMAT,0X800F0634,
CE-30432-2,SCE_SBL_ERROR_DEVACT_EAUTHFAIL,0X800F0635,
CE-30433-3,SCE_SBL_ERROR_DEVACT_KEY_DIFFER,0X800F0636,
CE-30434-4,SCE_SBL_ERROR_VTRM_EPERM,0X800F0701,
CE-30435-5,SCE_SBL_ERROR_VTRM_ENOENT,0X800F0702,
CE-30436-6,SCE_SBL_ERROR_VTRM_ESRCH,0X800F0703,
CE-30437-7,SCE_SBL_ERROR_VTRM_EINTR,0X800F0704,
CE-30438-8,SCE_SBL_ERROR_VTRM_EIO,0X800F0705,
CE-30439-9,SCE_SBL_ERROR_VTRM_ENOEXEC,0X800F0708,
CE-30440-1,SCE_SBL_ERROR_VTRM_EAGAIN,0X800F070B,
CE-30441-2,SCE_SBL_ERROR_VTRM_ENOMEM,0X800F070C,
CE-30442-3,SCE_SBL_ERROR_VTRM_EACCES,0X800F070D,
CE-30443-4,SCE_SBL_ERROR_VTRM_EFAULT,0X800F070E,
CE-30444-5,SCE_SBL_ERROR_VTRM_EBUSY,0X800F0710,
CE-30445-6,SCE_SBL_ERROR_VTRM_EEXIST,0X800F0711,
CE-30446-7,SCE_SBL_ERROR_VTRM_ENODEV,0X800F0713,
CE-30447-8,SCE_SBL_ERROR_VTRM_EINVAL,0X800F0716,
CE-30448-9,SCE_SBL_ERROR_VTRM_ENOSPC,0X800F071C,
CE-30449-0,SCE_SBL_ERROR_VTRM_ERANGE,0X800F0722,
CE-30450-2,SCE_SBL_ERROR_VTRM_EFMT,0X800F0723,
CE-30451-3,SCE_SBL_ERROR_VTRM_ESIGN,0X800F0724,
CE-30452-4,SCE_SBL_ERROR_VTRM_ENOTSUP,0X800F0725,
CE-30453-5,SCE_SBL_ERROR_VTRM_EDATA,0X800F0726,
CE-30454-6,SCE_SBL_ERROR_VTRM_ETIMEDOUT,0X800F0727,
CE-30455-7,SCE_SBL_ERROR_VTRM_ESTAT,0X800F0728,
CE-30456-8,SCE_SBL_ERROR_VTRM_ESTACK,0X800F0729,
CE-30457-9,SCE_SBL_ERROR_VTRM_ENEEDAUTH,0X800F072A,
CE-30458-0,SCE_SBL_ERROR_VTRM_EBADMSG,0X800F072B,
CE-30459-1,SCE_SBL_ERROR_VTRM_EREVOKED,0X800F072C,
CE-30460-3,SCE_SBL_ERROR_VTRM_ENOATTR,0X800F072D,
CE-30461-4,SCE_SBL_ERROR_VTRM_EVER,0X800F072E,
CE-30462-5,SCE_SBL_ERROR_VTRM_EPLATFORM,0X800F072F,
CE-30463-6,SCE_SBL_ERROR_VTRM_EPOWER,0X800F0730,
CE-30464-7,SCE_SBL_ERROR_VTRM_ECLOCK,0X800F0731,
CE-30465-8,SCE_SBL_ERROR_VTRM_ENOTINITIALIZED,0X800F0732,
CE-30466-9,SCE_SBL_ERROR_VTRM_EXPIRED,0X800F0733,
CE-30467-0,SCE_SBL_ERROR_VTRM_EFORMAT,0X800F0734,
CE-30468-1,SCE_SBL_ERROR_VTRM_EAUTHFAIL,0X800F0735,
CE-30469-2,SCE_SBL_ERROR_VTRM_KEY_DIFFER,0X800F0736,
CE-30470-4,SCE_SBL_ERROR_IDATA_EPERM,0X800F0801,
CE-30471-5,SCE_SBL_ERROR_IDATA_ENOENT,0X800F0802,
CE-30472-6,SCE_SBL_ERROR_IDATA_ESRCH,0X800F0803,
CE-30473-7,SCE_SBL_ERROR_IDATA_EINTR,0X800F0804,
CE-30474-8,SCE_SBL_ERROR_IDATA_EIO,0X800F0805,
CE-30475-9,SCE_SBL_ERROR_IDATA_ENOEXEC,0X800F0808,
CE-30476-0,SCE_SBL_ERROR_IDATA_EAGAIN,0X800F080B,
CE-30477-1,SCE_SBL_ERROR_IDATA_ENOMEM,0X800F080C,
CE-30478-2,SCE_SBL_ERROR_IDATA_EACCES,0X800F080D,
CE-30479-3,SCE_SBL_ERROR_IDATA_EFAULT,0X800F080E,
CE-30480-5,SCE_SBL_ERROR_IDATA_EBUSY,0X800F0810,
CE-30481-6,SCE_SBL_ERROR_IDATA_EEXIST,0X800F0811,
CE-30482-7,SCE_SBL_ERROR_IDATA_ENODEV,0X800F0813,
CE-30483-8,SCE_SBL_ERROR_IDATA_EINVAL,0X800F0816,
CE-30484-9,SCE_SBL_ERROR_IDATA_ENOSPC,0X800F081C,
CE-30485-0,SCE_SBL_ERROR_IDATA_ERANGE,0X800F0822,
CE-30486-1,SCE_SBL_ERROR_IDATA_EFMT,0X800F0823,
CE-30487-2,SCE_SBL_ERROR_IDATA_ESIGN,0X800F0824,
CE-30488-3,SCE_SBL_ERROR_IDATA_ENOTSUP,0X800F0825,
CE-30489-4,SCE_SBL_ERROR_IDATA_EDATA,0X800F0826,
CE-30490-6,SCE_SBL_ERROR_IDATA_ETIMEDOUT,0X800F0827,
CE-30491-7,SCE_SBL_ERROR_IDATA_ESTAT,0X800F0828,
CE-30492-8,SCE_SBL_ERROR_IDATA_ESTACK,0X800F0829,
CE-30493-9,SCE_SBL_ERROR_IDATA_ENEEDAUTH,0X800F082A,
CE-30494-0,SCE_SBL_ERROR_IDATA_EBADMSG,0X800F082B,
CE-30495-1,SCE_SBL_ERROR_IDATA_EREVOKED,0X800F082C,
CE-30496-2,SCE_SBL_ERROR_IDATA_ENOATTR,0X800F082D,
CE-30497-3,SCE_SBL_ERROR_IDATA_EVER,0X800F082E,
CE-30498-4,SCE_SBL_ERROR_IDATA_EPLATFORM,0X800F082F,
CE-30499-5,SCE_SBL_ERROR_IDATA_EPOWER,0X800F0830,
CE-30500-8,SCE_SBL_ERROR_IDATA_ECLOCK,0X800F0831,
CE-30501-9,SCE_SBL_ERROR_IDATA_ENOTINITIALIZED,0X800F0832,
CE-30502-0,SCE_SBL_ERROR_IDATA_EXPIRED,0X800F0833,
CE-30503-1,SCE_SBL_ERROR_IDATA_EFORMAT,0X800F0834,
CE-30504-2,SCE_SBL_ERROR_IDATA_EAUTHFAIL,0X800F0835,
CE-30505-3,SCE_SBL_ERROR_IDATA_KEY_DIFFER,0X800F0836,
CE-30506-4,SCE_SBL_ERROR_RNG_EPERM,0X800F0901,
CE-30507-5,SCE_SBL_ERROR_RNG_ENOENT,0X800F0902,
CE-30508-6,SCE_SBL_ERROR_RNG_ESRCH,0X800F0903,
CE-30509-7,SCE_SBL_ERROR_RNG_EINTR,0X800F0904,
CE-30510-9,SCE_SBL_ERROR_RNG_EIO,0X800F0905,
CE-30511-0,SCE_SBL_ERROR_RNG_ENOEXEC,0X800F0908,
CE-30512-1,SCE_SBL_ERROR_RNG_EAGAIN,0X800F090B,
CE-30513-2,SCE_SBL_ERROR_RNG_ENOMEM,0X800F090C,
CE-30514-3,SCE_SBL_ERROR_RNG_EACCES,0X800F090D,
CE-30515-4,SCE_SBL_ERROR_RNG_EFAULT,0X800F090E,
CE-30516-5,SCE_SBL_ERROR_RNG_EBUSY,0X800F0910,
CE-30517-6,SCE_SBL_ERROR_RNG_EEXIST,0X800F0911,
CE-30518-7,SCE_SBL_ERROR_RNG_ENODEV,0X800F0913,
CE-30519-8,SCE_SBL_ERROR_RNG_EINVAL,0X800F0916,
CE-30520-0,SCE_SBL_ERROR_RNG_ENOSPC,0X800F091C,
CE-30521-1,SCE_SBL_ERROR_RNG_ERANGE,0X800F0922,
CE-30522-2,SCE_SBL_ERROR_RNG_EFMT,0X800F0923,
CE-30523-3,SCE_SBL_ERROR_RNG_ESIGN,0X800F0924,
CE-30524-4,SCE_SBL_ERROR_RNG_ENOTSUP,0X800F0925,
CE-30525-5,SCE_SBL_ERROR_RNG_EDATA,0X800F0926,
CE-30526-6,SCE_SBL_ERROR_RNG_ETIMEDOUT,0X800F0927,
CE-30527-7,SCE_SBL_ERROR_RNG_ESTAT,0X800F0928,
CE-30528-8,SCE_SBL_ERROR_RNG_ESTACK,0X800F0929,
CE-30529-9,SCE_SBL_ERROR_RNG_ENEEDAUTH,0X800F092A,
CE-30530-1,SCE_SBL_ERROR_RNG_EBADMSG,0X800F092B,
CE-30531-2,SCE_SBL_ERROR_RNG_EREVOKED,0X800F092C,
CE-30532-3,SCE_SBL_ERROR_RNG_ENOATTR,0X800F092D,
CE-30533-4,SCE_SBL_ERROR_RNG_EVER,0X800F092E,
CE-30534-5,SCE_SBL_ERROR_RNG_EPLATFORM,0X800F092F,
CE-30535-6,SCE_SBL_ERROR_RNG_EPOWER,0X800F0930,
CE-30536-7,SCE_SBL_ERROR_RNG_ECLOCK,0X800F0931,
CE-30537-8,SCE_SBL_ERROR_RNG_ENOTINITIALIZED,0X800F0932,
CE-30538-9,SCE_SBL_ERROR_RNG_EXPIRED,0X800F0933,
CE-30539-0,SCE_SBL_ERROR_RNG_EFORMAT,0X800F0934,
CE-30540-2,SCE_SBL_ERROR_RNG_EAUTHFAIL,0X800F0935,
CE-30541-3,SCE_SBL_ERROR_RNG_KEY_DIFFER,0X800F0936,
CE-30542-4,SCE_SBL_ERROR_NPDRM_EPERM,0X800F0A01,
CE-30543-5,SCE_SBL_ERROR_NPDRM_ENOENT,0X800F0A02,
CE-30544-6,SCE_SBL_ERROR_NPDRM_ESRCH,0X800F0A03,
CE-30545-7,SCE_SBL_ERROR_NPDRM_EINTR,0X800F0A04,
CE-30546-8,SCE_SBL_ERROR_NPDRM_EIO,0X800F0A05,
CE-30547-9,SCE_SBL_ERROR_NPDRM_ENOEXEC,0X800F0A08,
CE-30548-0,SCE_SBL_ERROR_NPDRM_EAGAIN,0X800F0A0B,
CE-30549-1,SCE_SBL_ERROR_NPDRM_ENOMEM,0X800F0A0C,
CE-30550-3,SCE_SBL_ERROR_NPDRM_EACCES,0X800F0A0D,
CE-30551-4,SCE_SBL_ERROR_NPDRM_EFAULT,0X800F0A0E,
CE-30552-5,SCE_SBL_ERROR_NPDRM_EBUSY,0X800F0A10,
CE-30553-6,SCE_SBL_ERROR_NPDRM_EEXIST,0X800F0A11,
CE-30554-7,SCE_SBL_ERROR_NPDRM_ENODEV,0X800F0A13,
CE-30555-8,SCE_SBL_ERROR_NPDRM_EINVAL,0X800F0A16,
CE-30556-9,SCE_SBL_ERROR_NPDRM_ENOSPC,0X800F0A1C,
CE-30557-0,SCE_SBL_ERROR_NPDRM_ERANGE,0X800F0A22,
CE-30558-1,SCE_SBL_ERROR_NPDRM_EFMT,0X800F0A23,
CE-30559-2,SCE_SBL_ERROR_NPDRM_ESIGN,0X800F0A24,Cannot start the application.
CE-30560-4,SCE_SBL_ERROR_NPDRM_ENOTSUP,0X800F0A25,
CE-30561-5,SCE_SBL_ERROR_NPDRM_EDATA,0X800F0A26,
CE-30562-6,SCE_SBL_ERROR_NPDRM_ETIMEDOUT,0X800F0A27,
CE-30563-7,SCE_SBL_ERROR_NPDRM_ESTAT,0X800F0A28,
CE-30564-8,SCE_SBL_ERROR_NPDRM_ESTACK,0X800F0A29,
CE-30565-9,SCE_SBL_ERROR_NPDRM_ENEEDAUTH,0X800F0A2A,
CE-30566-0,SCE_SBL_ERROR_NPDRM_EBADMSG,0X800F0A2B,
CE-30567-1,SCE_SBL_ERROR_NPDRM_EREVOKED,0X800F0A2C,
CE-30568-2,SCE_SBL_ERROR_NPDRM_ENOATTR,0X800F0A2D,
CE-30569-3,SCE_SBL_ERROR_NPDRM_EVER,0X800F0A2E,
CE-30570-5,SCE_SBL_ERROR_NPDRM_EPLATFORM,0X800F0A2F,
CE-30571-6,SCE_SBL_ERROR_NPDRM_EPOWER,0X800F0A30,
CE-30572-7,SCE_SBL_ERROR_NPDRM_ECLOCK,0X800F0A31,
CE-30573-8,SCE_SBL_ERROR_NPDRM_ENOTINITIALIZED,0X800F0A32,
CE-30574-9,SCE_SBL_ERROR_NPDRM_EXPIRED,0X800F0A33,
CE-30575-0,SCE_SBL_ERROR_NPDRM_EFORMAT,0X800F0A34,
CE-30576-1,SCE_SBL_ERROR_NPDRM_EAUTHFAIL,0X800F0A35,
CE-30577-2,SCE_SBL_ERROR_NPDRM_KEY_DIFFER,0X800F0A36,
CE-30578-3,SCE_SBL_ERROR_AUTHMGR_EPERM,0X800F0B01,
CE-30579-4,SCE_SBL_ERROR_AUTHMGR_ENOENT,0X800F0B02,
CE-30580-6,SCE_SBL_ERROR_AUTHMGR_ESRCH,0X800F0B03,
CE-30581-7,SCE_SBL_ERROR_AUTHMGR_EINTR,0X800F0B04,
CE-30582-8,SCE_SBL_ERROR_AUTHMGR_EIO,0X800F0B05,
CE-30583-9,SCE_SBL_ERROR_AUTHMGR_ENOEXEC,0X800F0B08,
CE-30584-0,SCE_SBL_ERROR_AUTHMGR_EAGAIN,0X800F0B0B,
CE-30585-1,SCE_SBL_ERROR_AUTHMGR_ENOMEM,0X800F0B0C,
CE-30586-2,SCE_SBL_ERROR_AUTHMGR_EACCES,0X800F0B0D,
CE-30587-3,SCE_SBL_ERROR_AUTHMGR_EFAULT,0X800F0B0E,
CE-30588-4,SCE_SBL_ERROR_AUTHMGR_EBUSY,0X800F0B10,
CE-30589-5,SCE_SBL_ERROR_AUTHMGR_EEXIST,0X800F0B11,
CE-30590-7,SCE_SBL_ERROR_AUTHMGR_ENODEV,0X800F0B13,
CE-30591-8,SCE_SBL_ERROR_AUTHMGR_EINVAL,0X800F0B16,
CE-30592-9,SCE_SBL_ERROR_AUTHMGR_ENOSPC,0X800F0B1C,
CE-30593-0,SCE_SBL_ERROR_AUTHMGR_ERANGE,0X800F0B22,
CE-30594-1,SCE_SBL_ERROR_AUTHMGR_EFMT,0X800F0B23,
CE-30595-2,SCE_SBL_ERROR_AUTHMGR_ESIGN,0X800F0B24,
CE-30596-3,SCE_SBL_ERROR_AUTHMGR_ENOTSUP,0X800F0B25,
CE-30597-4,SCE_SBL_ERROR_AUTHMGR_EDATA,0X800F0B26,
CE-30598-5,SCE_SBL_ERROR_AUTHMGR_ETIMEDOUT,0X800F0B27,
CE-30599-6,SCE_SBL_ERROR_AUTHMGR_ESTAT,0X800F0B28,
CE-30600-9,SCE_SBL_ERROR_AUTHMGR_ESTACK,0X800F0B29,
CE-30601-0,SCE_SBL_ERROR_AUTHMGR_ENEEDAUTH,0X800F0B2A,
CE-30602-1,SCE_SBL_ERROR_AUTHMGR_EBADMSG,0X800F0B2B,
CE-30603-2,SCE_SBL_ERROR_AUTHMGR_EREVOKED,0X800F0B2C,
CE-30604-3,SCE_SBL_ERROR_AUTHMGR_ENOATTR,0X800F0B2D,
CE-30605-4,SCE_SBL_ERROR_AUTHMGR_EVER,0X800F0B2E,
CE-30606-5,SCE_SBL_ERROR_AUTHMGR_EPLATFORM,0X800F0B2F,
CE-30607-6,SCE_SBL_ERROR_AUTHMGR_EPOWER,0X800F0B30,
CE-30608-7,SCE_SBL_ERROR_AUTHMGR_ECLOCK,0X800F0B31,Hardware Error. // Your system likely needs to be serviced. Please visit our Contact page to set up service.
CE-30609-8,SCE_SBL_ERROR_AUTHMGR_ENOTINITIALIZED,0X800F0B32,
CE-30610-0,SCE_SBL_ERROR_AUTHMGR_EXPIRED,0X800F0B33,
CE-30611-1,SCE_SBL_ERROR_AUTHMGR_EFORMAT,0X800F0B34,
CE-30612-2,SCE_SBL_ERROR_AUTHMGR_EAUTHFAIL,0X800F0B35,
CE-30613-3,SCE_SBL_ERROR_AUTHMGR_KEY_DIFFER,0X800F0B36,
CE-30614-4,SCE_SYSFILE_ERROR_NOMEM,0X80120001,out of memory
CE-30615-5,SCE_SYSFILE_ERROR_IO,0X80120002,file IO error
CE-30616-6,SCE_SYSFILE_ERROR_INVAL,0X80120003,invalid parameters
CE-30617-7,SCE_SYSFILE_ERROR_BADMAGIC,0X80120004,invalid MAGIC code (system file broken)
CE-30618-8,SCE_SYSFILE_ERROR_KEYNOTFOUND,0X80120005,key's not found (system file broken)
CE-30619-9,SCE_SYSFILE_ERROR_KEYDUPLICATION,0X80120006,duplication of key (system file broken)
CE-30620-1,SCE_SYSFILE_ERROR_BADVERSION,0X80120007,invalid version(system file broken)
CE-30621-2,SCE_SYSFILE_ERROR_OVER_DATABUFSIZE,0X80120008,invalid data size (system file broken)
CE-30772-9,SCE_SAFEMODE_ERROR_ENOMEM,0X80190001,
CE-30773-0,SCE_SAFEMODE_ERROR_KILL,0X80190002,
CE-30774-1,SCE_SAFEMODE_ERROR_NOT_FOUND,0X80190030,
CE-30775-2,SCE_SAFEMODE_ERROR_INVAL,0X80190031,
CE-30776-3,SCE_SAFEMODE_ERROR_STAT,0X80190060,
CE-30777-4,SCE_SAFEMODE_ERROR_OPEN_READ,0X80190061,
CE-30778-5,SCE_SAFEMODE_ERROR_OPEN_WRITE,0X80190062,
CE-30779-6,SCE_SAFEMODE_ERROR_CLOSE,0X80190063,
CE-30780-8,SCE_SAFEMODE_ERROR_READ,0X80190064,
CE-30781-9,SCE_SAFEMODE_ERROR_WRITE,0X80190065,
CE-30782-0,SCE_SAFEMODE_ERROR_UNLINK,0X80190066,
CE-30783-1,SCE_SAFEMODE_ERROR_MKDIR,0X80190067,
CE-30784-2,SCE_SAFEMODE_ERROR_NMOUNT_USB,0X80190068,"PS4 failed to detect USB device // Step 1: Verify that the USB device supports USB 2.0 or 3.0. Step 2: Ensure the device is properly inserted in the PS4, and then wait one minute before trying to access the device again. Step 3: Make sure there are not multiple partitions on the device. Step 4: Initialize the device on a PC if possible."
CE-30785-3,SCE_SAFEMODE_ERROR_NMOUNT_UPDATE,0X80190069,
CE-30786-4,SCE_SAFEMODE_ERROR_UNMOUNT,0X8019006A,
CE-30787-5,SCE_SAFEMODE_ERROR_NMOUNT_SYSTEM_DATA,0X8019006B,
CE-30788-6,SCE_SAFEMODE_ERROR_NMOUNT_USER,0X8019006C,
CE-30789-7,SCE_SAFEMODE_ERROR_NMOUNT_PREINST,0X8019006D,
CE-30790-9,SCE_SAFEMODE_ERROR_NMOUNT_DISC,0X8019006E,
CE-30791-0,SCE_USBD_ERROR_IO,0X80240001,I/O error
CE-30792-1,SCE_USBD_ERROR_INVALID_ARG,0X80240002,invalid argument
CE-30793-2,SCE_USBD_ERROR_ACCESS,0X80240003,permission denied
CE-30794-3,SCE_USBD_ERROR_NO_DEVICE,0X80240004,no such device
CE-30795-4,SCE_USBD_ERROR_NOT_FOUND,0X80240005,resource not found
CE-30796-5,SCE_USBD_ERROR_BUSY,0X80240006,resource busy
CE-30797-6,SCE_USBD_ERROR_TIMEOUT,0X80240007,timer expired
CE-30798-7,SCE_USBD_ERROR_OVERFLOW,0X80240008,value too large to be stored in data type
CE-30799-8,SCE_USBD_ERROR_PIPE,0X80240009,broken pipe
CE-30800-1,SCE_USBD_ERROR_INTERRUPTED,0X8024000A,interrupted system call
CE-30801-2,SCE_USBD_ERROR_NO_MEM,0X8024000B,not enough core
CE-30802-3,SCE_USBD_ERROR_NOT_SUPPORTED,0X8024000C,operation not supported
CE-30803-4,SCE_USBD_ERROR_FATAL,0X802400FF,fatal error
CE-30804-5,SCE_AUDIO_OUT_ERROR_NOT_OPENED,0X80260001,Tried to perform an operation (play release or get number of remaining samples) for the port not opened
CE-30805-6,SCE_AUDIO_OUT_ERROR_BUSY,0X80260002,Tried to output while outputting audio
CE-30806-7,SCE_AUDIO_OUT_ERROR_INVALID_PORT,0X80260003,Invalid port number
CE-30807-8,SCE_AUDIO_OUT_ERROR_INVALID_POINTER,0X80260004,Invalid pointer
CE-30808-9,SCE_AUDIO_OUT_ERROR_PORT_FULL,0X80260005,Cannot reserve a port(channel) any more
